Company|CompanyNum|ModelYear|ModelCat|Model|ModelNum|ModelWeb|Type|CCs|Stroke|Cyl|Speeds|Weight|ValueList|ValueLow|ValueAvg|ValueHigh|Version
HARLEY-DAVIDSON|1118|2007|Sportster|XL883|6200020754||CRUISERS|883|4|2|5|563|6855|1505|1800|2380|162
HARLEY-DAVIDSON|1118|2007|Sportster|XL883L|6200020756||CRUISERS|883|4|2|5|563|7255|1620|1945|2400|162
HARLEY-DAVIDSON|1118|2007|Sportster|XL883R|6200020757||CRUISERS|883|4|2|5|568|8055|1700|2055|2505|162
HARLEY-DAVIDSON|1118|2007|Sportster|XL883C|6200020755||CRUISERS|883|4|2|5|565|8220|1685|2035|2740|162
HARLEY-DAVIDSON|1118|2007|Sportster|XL1200R|6200020764||CRUISERS|1200|4|2|5|565|8955|2235|2695|3460|162
HARLEY-DAVIDSON|1118|2007|Sportster|XL50 SPORTSTER ANNIVERSARY|6200020765||CRUISERS|1200|4|2|5|558|9795|2380|2855|3465|162
HARLEY-DAVIDSON|1118|2007|Sportster|XL1200L SPORTSTER LOW|6200020763||CRUISERS|1200|4|2|5|557|9965|2345|3225|4360|162
HARLEY-DAVIDSON|1118|2007|Sportster|XL1200N|6200021634||CRUISERS|1200|4|2|5|543|9990|2730|3605|4645|162
HARLEY-DAVIDSON|1118|2007|Sportster|XL1200C|6200020762||CRUISERS|1200|4|2|5|562|10165|2420|2925|3985|162
HARLEY-DAVIDSON|1118|2007|VRSC|VRSCD NIGHTROD|6200020759||CRUISERS|1130|4|2|5|637|15280|3635|4650|5610|162
HARLEY-DAVIDSON|1118|2007|VRSC|VRSCR STREET ROD|6200020761||CRUISERS|1130|4|2|5|618|15780|4415|5355|5980|162
HARLEY-DAVIDSON|1118|2007|VRSC|VRSCDX NIGHTROD SPECIAL|6200020760||CRUISERS|1130|4|2|5|643|16495|4340|5385|6210|162
HARLEY-DAVIDSON|1118|2007|VRSC|VRSCAW|6200020758||CRUISERS|1130|4|2|5|637|16945|3670|4430|5930|162
HARLEY-DAVIDSON|1118|2007|VRSC|VRSCX|6200020766||CRUISERS|1250|4|2|5|637|19995|5180|6180|6995|162
HARLEY-DAVIDSON|1118|2007|Dyna|FXD DYNA SUPER GLIDE|6200020779||CRUISERS|1584|4|2|6|632|12720|3285|4090|4770|162
HARLEY-DAVIDSON|1118|2007|Dyna|FXDB DYNA STREET BOB|6200020780||CRUISERS|1584|4|2|6|634|14070|3635|4510|5145|162
HARLEY-DAVIDSON|1118|2007|Dyna|FXDC DYNA SUPER GLIDE CUSTOM|6200020781||CRUISERS|1584|4|2|6|645|14970|3465|4115|4990|162
HARLEY-DAVIDSON|1118|2007|Dyna|FXDL DYNA LOW RIDER|6200020782||CRUISERS|1584|4|2|6|641|16430|4035|5260|6210|162
HARLEY-DAVIDSON|1118|2007|Dyna|FXDWG DYNA WIDE GLIDE|6200020783||CRUISERS|1584|4|2|6|650|17430|4115|5520|6805|162
HARLEY-DAVIDSON|1118|2007|Dyna|FXDSE SCREAMIN' EAGLE|6200020790||CRUISERS|1800|4|2|6|668|24995|6795|7945|9365|162
HARLEY-DAVIDSON|1118|2007|Softail|FXST SOFTAIL|6200020784||CRUISERS|1584|4|2|6|654|15320|4620|5525|6205|162
HARLEY-DAVIDSON|1118|2007|Softail|FXSTB NIGHT TRAIN|6200020785||CRUISERS|1584|4|2|6|656|16220|5385|6660|7575|162
HARLEY-DAVIDSON|1118|2007|Softail|FLSTF FAT BOY|6200020775||CRUISERS|1584|4|2|6|694|17420|4790|5905|7190|162
HARLEY-DAVIDSON|1118|2007|Softail|FXSTC SOFTAIL CUSTOM|6200020786||CRUISERS|1584|4|2|6|672|17530|4620|5600|7005|162
HARLEY-DAVIDSON|1118|2007|Softail|FLSTN SOFTAIL DELUXE|6200020776||CRUISERS|1584|4|2|6|695|17980|4850|6190|7300|162
HARLEY-DAVIDSON|1118|2007|Softail|FXSTD SOFTAIL DEUCE|6200020787||CRUISERS|1584|4|2|6|663|17980|4575|5590|6645|162
HARLEY-DAVIDSON|1118|2007|Softail|FLSTSC SOFTAIL SPRINGER CLASSIC|6200020777||CRUISERS|1584|4|2|6|708|18020|6430|8140|9350|162
HARLEY-DAVIDSON|1118|2007|Softail|FLSTC HERITAGE SOFTAIL CLASSIC|6200020774||CRUISERS|1584|4|2|6|725|18455|4325|5625|6975|162
HARLEY-DAVIDSON|1118|2007|Softail|FXSTSSE SCREAMIN' EAGLE|6200020791||CRUISERS|1800|4|2|6|694|24995|7375|8805|10230|162
HARLEY-DAVIDSON||2007|Touring|FLHP POLICE ROAD KING||||||||||3792||5908|
HARLEY-DAVIDSON||2007|Touring|FLHTP POLICE ELECTRA GLIDE||||||||||3792||5908|
HARLEY-DAVIDSON|1118|2007|Touring|FLHT ELECTRA GLIDE|6200020770||TOURING|1584|4|2|6|738|16525|4290|5285|6850|162
HARLEY-DAVIDSON|1118|2007|Touring|FLHRS ROAD KING CUSTOM|6200020769||TOURING|1584|4|2|6|726|17865|4675|5640|6970|162
HARLEY-DAVIDSON|1118|2007|Touring|FLHR ROAD KING|6200020767||TOURING|1584|4|2|6|737|18055|4740|5890|7385|162
HARLEY-DAVIDSON|1118|2007|Touring|FLTR ROAD GLIDE|6200020778||TOURING|1584|4|2|6|761|18125|5235|6295|7185|162
HARLEY-DAVIDSON|1118|2007|Touring|FLHRC ROAD KING CLASSIC|6200020768||TOURING|1584|4|2|6|732|18255|4880|5995|7510|162
HARLEY-DAVIDSON|1118|2007|Touring|FLHX STREET GLIDE|6200020773||TOURING|1584|4|2|6|733|18725|5940|7375|8540|162
HARLEY-DAVIDSON|1118|2007|Touring|FLHTC ELECTRA GLIDE CLASSIC|6200020771||TOURING|1584|4|2|6|784|18995|5025|5860|7175|162
HARLEY-DAVIDSON|1118|2007|Touring|FLHTCU ULTRA CLASSIC ELECTRA GLIDE|6200020772||TOURING|1584|4|2|6|808|21135|6020|7475|8695|162
HARLEY-DAVIDSON|1118|2007|Touring|FLHRSE SCREAMIN' EAGLE|6200020788||TOURING|1800|4|2|6|754|28495|7630|8870|9900|162
HARLEY-DAVIDSON|1118|2007|Touring|FLHTCUSE2 SCREAMIN' EAGLE|6200020789||TOURING|1800|4|2|6|859|33495|8530|9930|11260|162
HARLEY-DAVIDSON|1118|2008|Sportster|XL883|6200022098||CRUISERS|883|4|2|5|563|6975|1765|2560|3290|162
HARLEY-DAVIDSON|1118|2008|Sportster|XL883L|6200022100||CRUISERS|883|4|2|5|563|7425|1665|1990|2610|162
HARLEY-DAVIDSON|1118|2008|Sportster|XL883C|6200022099||CRUISERS|883|4|2|5|565|8390|1770|2130|2960|162
HARLEY-DAVIDSON|1118|2008|Sportster|XL1200R|6200022106||CRUISERS|1200|4|2|5|565|9175|2515|3045|3630|162
HARLEY-DAVIDSON|1118|2008|Sportster|XL1200L SPORTSTER LOW|6200022103||CRUISERS|1200|4|2|5|557|10185|2675|3485|4570|162
HARLEY-DAVIDSON|1118|2008|Sportster|XL1200N|6200022105||CRUISERS|1200|4|2|5|545|10185|3010|3865|5045|162
HARLEY-DAVIDSON|1118|2008|Sportster|XL1200C|6200022101||CRUISERS|1200|4|2|5|562|10385|2810|3395|4330|162
HARLEY-DAVIDSON|1118|2008|Sportster|XL1200L SPORTSTER LOW ANNIVERSARY|6200022104||CRUISERS|1200|4|2|5|557|10485|2840|3490|4580|162
HARLEY-DAVIDSON|1118|2008|Sportster|XL1200C ANNIVERSARY|6200022102||CRUISERS|1200|4|2|5|562|10685|2870|3470|4495|162
HARLEY-DAVIDSON|1118|2008|VRSC|VRSCD NIGHTROD|6200022111||CRUISERS|1250|4|2|5|637|15300|4405|5485|6400|162
HARLEY-DAVIDSON|1118|2008|VRSC|VRSCDX NIGHTROD SPECIAL|6204001554||CRUISERS|1250|4|2|5|637|16795|4365|5525|6360|162
HARLEY-DAVIDSON|1118|2008|VRSC|VRSCAW|6200022107||CRUISERS|1250|4|2|5|628|17165|3820|4550|6205|162
HARLEY-DAVIDSON|1118|2008|VRSC|VRSCAW ANNIVERSARY|6200022108||CRUISERS|1250|4|2|5|628|17465|4430|5290|6905|162
HARLEY-DAVIDSON|1118|2008|VRSC|VRSCDXA NIGHTROD SPECIAL|6200022112||CRUISERS|1250|4|2|5|643|17590|4390|5635|6460|162
HARLEY-DAVIDSON|1118|2008|VRSC|VRSCAWA|6200022109||CRUISERS|1250|4|2|5|637|17960|4480|5345|7025|162
HARLEY-DAVIDSON|1118|2008|VRSC|VRSCAWA ANNIVERSARY|6200022110||CRUISERS|1250|4|2|5|637|18260|4700|5595|7135|162
HARLEY-DAVIDSON|1118|2008|Dyna|FXD DYNA SUPER GLIDE|6200022132||CRUISERS|1584|4|2|6|632|12340|3625|4635|5920|162
HARLEY-DAVIDSON|1118|2008|Dyna|FXDC DYNA SUPER GLIDE|6200022135||CRUISERS|1584|4|2|6|645|13650|3380|4025|5035|162
HARLEY-DAVIDSON|1118|2008|Dyna|FXDB DYNA STREET BOB|6200022133||CRUISERS|1584|4|2|6|634|14290|3905|4855|5985|162
HARLEY-DAVIDSON|1118|2008|Dyna|FXDC DYNA SUPER GLIDE CUSTOM ANNIVERSARY|6200022134||CRUISERS|1584|4|2|6|645|14320|3905|4855|5985|162
HARLEY-DAVIDSON|1118|2008|Dyna|FXDF DYNA FAT BOB|6200022136||CRUISERS|1584|4|2|6|670|15140|4480|5625|6835|162
HARLEY-DAVIDSON|1118|2008|Dyna|FXDL DYNA LOW RIDER|6200022137||CRUISERS|1584|4|2|6|641|15650|4680|5845|7005|162
HARLEY-DAVIDSON|1118|2008|Dyna|FXDL DYNA LOW RIDER ANNIVERSARY|6200022138||CRUISERS|1584|4|2|6|641|16070|4715|5880|7080|162
HARLEY-DAVIDSON|1118|2008|Dyna|FXDWG DYNA WIDE GLIDE ANNIVERSARY|6200022139||CRUISERS|1584|4|2|6|650|17620|5000|6155|7515|162
HARLEY-DAVIDSON|1118|2008|Dyna|FXDSE2 SCREAMIN' EAGLE|6200022147||CRUISERS|1803|4|2|6|678|24995|7215|8205|9660|162
HARLEY-DAVIDSON|1118|2008|Dyna|FXDSE2 SCREAMIN' EAGLE ANNIVERSARY|6200022148||CRUISERS|1803|4|2|6|678|25490|7220|8255|9660|162
HARLEY-DAVIDSON|1118|2008|Softail|FXSTB NIGHT TRAIN|6200022140||CRUISERS|1584|4|2|6|656|16240|5780|7300|8400|162
HARLEY-DAVIDSON|1118|2008|Softail|FLSTSB CROSS BONES|6200023803||CRUISERS|1584|4|2|6|710|17140|5550|7535|8825|162
HARLEY-DAVIDSON|1118|2008|Softail|FLSTF FAT BOY|6200022124||CRUISERS|1584|4|2|6|694|17540|5250|6650|7480|162
HARLEY-DAVIDSON|1118|2008|Softail|FXSTC SOFTAIL CUSTOM|6200022141||CRUISERS|1584|4|2|6|672|17550|5005|6280|7890|162
HARLEY-DAVIDSON|1118|2008|Softail|FXSTC SOFTAIL CUSTOM ANNIVERSARY|6200022142||CRUISERS|1584|4|2|6|672|17970|5010|6345|7930|162
HARLEY-DAVIDSON|1118|2008|Softail|FLSTN SOFTAIL DELUXE|6200022126||CRUISERS|1584|4|2|6|695|18100|5395|7165|8715|162
HARLEY-DAVIDSON|1118|2008|Softail|FLSTF FAT BOY ANNIVERSARY|6200022125||CRUISERS|1584|4|2|6|694|18270|5260|6655|7485|162
HARLEY-DAVIDSON|1118|2008|Softail|FLSTC HERITAGE SOFTAIL CLASSIC|6200022122||CRUISERS|1584|4|2|6|725|18600|4580|5830|7440|162
HARLEY-DAVIDSON|1118|2008|Softail|FLSTN SOFTAIL DELUXE ANNIVERSARY|6200022127||CRUISERS|1584|4|2|6|695|18770|5470|7200|8770|162
HARLEY-DAVIDSON|1118|2008|Softail|FLSTC HERITAGE SOFTAIL CLASSIC ANNIVERSARY|6200022123||CRUISERS|1584|4|2|6|725|19270|4705|5845|7500|162
HARLEY-DAVIDSON|1118|2008|Softail|FXCW ROCKER SOFTAIL|6200022130||CRUISERS|1584|4|2|6|651|17640|5185|6290|7500|162
HARLEY-DAVIDSON|1118|2008|Softail|FXCWC ROCKER SOFTAIL|6200022131||CRUISERS|1584|4|2|6|686|19840|5850|7125|8945|162
HARLEY-DAVIDSON|1118|2008|Softail|FXSTSSE SCREAMIN' EAGLE|6200022149||CRUISERS|1803|4|2|6|719|24995|8400|10045|11500|162
HARLEY-DAVIDSON|1118|2008|Softail|FXSTSSE SCREAMIN' EAGLE ANNIVERSARY|6200022150||CRUISERS|1803|4|2|6|719|25490|8645|10335|11840|162
HARLEY-DAVIDSON||2008|Touring|FLHP POLICE ROAD KING||||||||||4132||6408|
HARLEY-DAVIDSON||2008|Touring|FLHTP POLICE ELECTRA GLIDE||||||||||4132||6408|
HARLEY-DAVIDSON|1118|2008|Touring|FLHT ELECTRA GLIDE|6200022117||TOURING|1584|4|2|6|743|16995|4865|5960|7860|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHR ROAD KING|6200022114||TOURING|1584|4|2|6|740|18325|5165|6175|8010|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHRC ROAD KING CLASSIC|6200022115||TOURING|1584|4|2|6|738|18525|5270|6435|8195|162
HARLEY-DAVIDSON|1118|2008|Touring|FLTR ROAD GLIDE|6200022128||TOURING|1584|4|2|6|752|18595|5850|7120|8160|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHX STREET GLIDE|6200022120||TOURING|1584|4|2|6|749|19125|6120|7665|8910|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHRC ROAD KING CLASSIC ANNIVERSARY|6200022116||TOURING|1584|4|2|6|738|19195|5290|6450|8220|162
HARLEY-DAVIDSON|1118|2008|Touring|FLTR ROAD GLIDE ANNIVERSARY|6200022129||TOURING|1584|4|2|6|752|19325|5865|7155|8185|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHTC ELECTRA GLIDE CLASSIC|6200022113||TOURING|1584|4|2|6|791|19615|5095|5970|8035|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHX STREET GLIDE ANNIVERSARY|6200022121||TOURING|1584|4|2|6|749|19855|6190|7680|8990|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHTCU ULTRA CLASSIC ELECTRA GLIDE|6200022118||TOURING|1584|4|2|6|814|21655|6270|7830|9115|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHTCU ULTRA CLASSIC ELECTRA GLIDE ANNIVERSARY|6200022119||TOURING|1584|4|2|6|814|23270|6320|7860|9175|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHRSE4 SCREAMIN' EAGLE|6200022143||TOURING|1803|4|2|6|754|29290|8400|9750|11115|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHRSE4 SCREAMIN' EAGLE ANNIVERSARY|6200022144||TOURING|1803|4|2|6|754|29785|8615|10005|11445|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHTCUSE3 SCREAMIN' EAGLE|6200022145||TOURING|1803|4|2|6|864|34995|9460|10995|12630|162
HARLEY-DAVIDSON|1118|2008|Touring|FLHTCUSE3 SCREAMIN' EAGLE ANNIVERSARY|6200022146||TOURING|1803|4|2|6|864|35490|10345|12010|13775|162
HARLEY-DAVIDSON|1118|2009|Sportster|XL883L|6200024230||CRUISERS|883|4|2|5|563|7379|1865|2225|3065|162
HARLEY-DAVIDSON|1118|2009|Sportster|XL883N IRON|6200025174||CRUISERS|883|4|2|5|548|7999|2530|3520|4350|162
HARLEY-DAVIDSON|1118|2009|Sportster|XL883C|6200024229||CRUISERS|883|4|2|5|565|8544|2315|2845|3435|162
HARLEY-DAVIDSON|1118|2009|Sportster|XL1200L SPORTSTER LOW|6200024232||CRUISERS|1200|4|2|5|557|10389|2960|3690|4770|162
HARLEY-DAVIDSON|1118|2009|Sportster|XL1200N|6200024233||CRUISERS|1200|4|2|5|545|10489|3250|4120|5250|162
HARLEY-DAVIDSON|1118|2009|Sportster|XL1200C|6200024231||CRUISERS|1200|4|2|5|562|10589|3090|3715|4710|162
HARLEY-DAVIDSON|1118|2009|Sportster|XR1200|6200025175||CRUISERS|1200|4|2|5|562|11179|3500|5060|6275|162
HARLEY-DAVIDSON|1118|2009|VRSC|VRSCAW|6200024234||CRUISERS|1250|4|2|5|637|15569|4870|5775|6850|162
HARLEY-DAVIDSON|1118|2009|VRSC|VRSCDX NIGHT ROD SPECIAL|6200024235||CRUISERS|1250|4|2|5|643|16799|5210|6720|7825|162
HARLEY-DAVIDSON|1118|2009|VRSC|VRSCF MUSCLE V-ROD|6200024236||CRUISERS|1250|4|2|5|640|17604|5140|6695|7455|162
HARLEY-DAVIDSON|1118|2009|Dyna|FXD DYNA SUPER GLIDE|6200024250||CRUISERS|1584|4|2|6|632|12544|3835|4855|6085|162
HARLEY-DAVIDSON|1118|2009|Dyna|FXDB DYNA STREET BOB|6200024251||CRUISERS|1584|4|2|6|634|13544|4420|5870|7160|162
HARLEY-DAVIDSON|1118|2009|Dyna|FXDC DYNA SUPER GLIDE CUSTOM|6200024252||CRUISERS|1584|4|2|6|645|13854|4460|6080|7825|162
HARLEY-DAVIDSON|1118|2009|Dyna|FXDF DYNA FAT BOB|6200024253||CRUISERS|1584|4|2|6|670|15544|4675|5880|7155|162
HARLEY-DAVIDSON|1118|2009|Dyna|FXDL DYNA LOW RIDER|6200024254||CRUISERS|1584|4|2|6|641|15954|4950|6315|7785|162
HARLEY-DAVIDSON|1118|2009|Dyna|FXDFSE CVO|6200024260||CRUISERS|1803|4|2|6|701|25499|7370|8445|9730|162
HARLEY-DAVIDSON|1118|2009|Softail|FXSTB NIGHT TRAIN|6200024255||CRUISERS|1584|4|2|6|656|16444|6260|8195|9625|162
HARLEY-DAVIDSON|1118|2009|Softail|FLSTF FAT BOY|6200024244||CRUISERS|1584|4|2|6|694|16544|5630|6950|7800|162
HARLEY-DAVIDSON|1118|2009|Softail|FLSTSB CROSS BONES|6200024246||CRUISERS|1584|4|2|6|700|17544|5850|7820|9370|162
HARLEY-DAVIDSON|1118|2009|Softail|FXSTC SOFTAIL CUSTOM|6200024256||CRUISERS|1584|4|2|6|718|17854|5950|7430|9235|162
HARLEY-DAVIDSON|1118|2009|Softail|FLSTN SOFTAIL DELUXE|6200024245||CRUISERS|1584|4|2|6|695|18304|6240|8560|10500|162
HARLEY-DAVIDSON|1118|2009|Softail|FLSTC HERITAGE SOFTAIL CLASSIC|6200024243||CRUISERS|1584|4|2|6|718|18854|5205|6655|8460|162
HARLEY-DAVIDSON|1118|2009|Softail|FXCW ROCKER SOFTAIL|6200024248||CRUISERS|1584|4|2|6|660|17944|5825|7265|9275|162
HARLEY-DAVIDSON|1118|2009|Softail|FXCWC ROCKER SOFTAIL|6200024249||CRUISERS|1584|4|2|6|687|20044|6135|7335|9380|162
HARLEY-DAVIDSON|1118|2009|Softail|FXSTSSE3 CVO|6200024261||CRUISERS|1803|4|2|6|725|27199|8720|9630|11940|162
HARLEY-DAVIDSON||2009|Touring|FLHP POLICE ROAD KING||||||||||4380||6958|
HARLEY-DAVIDSON||2009|Touring|FLHTP POLICE ELECTRA GLIDE||||||||||4380||6958|
HARLEY-DAVIDSON|1118|2009|Touring|FLHT ELECTRA GLIDE|6200024239||TOURING|1584|4|2|6|774|17649|5300|6345|8140|162
HARLEY-DAVIDSON|1118|2009|Touring|FLHR ROAD KING|6200024237||TOURING|1584|4|2|6|775|17929|5475|6755|8710|162
HARLEY-DAVIDSON|1118|2009|Touring|FLHRC ROAD KING CLASSIC|6200024238||TOURING|1584|4|2|6|773|18899|5920|7385|9570|162
HARLEY-DAVIDSON|1118|2009|Touring|FLTR ROAD GLIDE|6200024247||TOURING|1584|4|2|6|783|19249|6155|7840|9335|162
HARLEY-DAVIDSON|1118|2009|Touring|FLHX STREET GLIDE|6200024242||TOURING|1584|4|2|6|773|19649|6775|8765|10180|162
HARLEY-DAVIDSON|1118|2009|Touring|FLHTC ELECTRA GLIDE CLASSIC|6200024240||TOURING|1584|4|2|6|827|20119|5525|6595|8600|162
HARLEY-DAVIDSON|1118|2009|Touring|FLHTCU ULTRA CLASSIC ELECTRA GLIDE|6200024241||TOURING|1584|4|2|6|852|22159|6690|8640|10035|162
HARLEY-DAVIDSON|1118|2009|Touring|FLHTCUTG TRIGLIDE ULTRA CLASSIC|6200024257||3 WHEEL CYCLE|1687|4|2|6|1140|30999|10880|15335|17555|162
HARLEY-DAVIDSON|1118|2009|Touring|FLTRSE3 CVO|6200024259||TOURING|1803|4|2|6|847|31199|9305|11935|15005|162
HARLEY-DAVIDSON|1118|2009|Touring|FLHTCUSE4 CVO|6200024258||TOURING|1803|4|2|6|888|35699|10315|11745|15225|162
HARLEY-DAVIDSON|1118|2010|Sportster|XL883L|6200025982||CRUISERS|883|4|2|5|563|7389|2430|2940|3615|162
HARLEY-DAVIDSON|1118|2010|Sportster|XL883N IRON|6200025983||CRUISERS|883|4|2|5|548|7999|2720|3770|4555|162
HARLEY-DAVIDSON|1118|2010|Sportster|XL1200N|6200025986||CRUISERS|1200|4|2|5|545|10599|3750|4905|6130|162
HARLEY-DAVIDSON|1118|2010|Sportster|XL1200L SPORTSTER LOW|6200025985||CRUISERS|1200|4|2|5|557|10699|3145|3915|4935|162
HARLEY-DAVIDSON|1118|2010|Sportster|XL1200C|6200025984||CRUISERS|1200|4|2|5|562|10799|3350|4050|5240|162
HARLEY-DAVIDSON|1118|2010|Sportster|XL1200X FORTY-EIGHT|6200026688||CRUISERS|1200|4|2|5|545|10889|3720|5405|6145|162
HARLEY-DAVIDSON|1118|2010|Sportster|XR1200|6200025987||CRUISERS|1200|4|2|5|562|11189|4040|5735|6965|162
HARLEY-DAVIDSON|1118|2010|VRSC|VRSCAW|6200025988||CRUISERS|1250|4|2|5|637|15599|5125|6065|7395|162
HARLEY-DAVIDSON|1118|2010|VRSC|VRSCDX NIGHT ROD SPECIAL|6200025989||CRUISERS|1250|4|2|5|643|16799|5370|7055|8515|162
HARLEY-DAVIDSON|1118|2010|VRSC|VRSCF MUSCLE V-ROD|6200025990||CRUISERS|1250|4|2|5|640|17599|5345|6970|7615|162
HARLEY-DAVIDSON|1118|2010|Dyna|FXD DYNA SUPER GLIDE|6200026003||CRUISERS|1584|4|2|6|632|12574|4040|5100|6440|162
HARLEY-DAVIDSON|1118|2010|Dyna|FXDB DYNA STREET BOB|6200026004||CRUISERS|1584|4|2|6|634|13574|4985|6455|7715|162
HARLEY-DAVIDSON|1118|2010|Dyna|FXDC DYNA SUPER GLIDE CUSTOM|6200026005||CRUISERS|1584|4|2|6|645|14064|5020|6540|8500|162
HARLEY-DAVIDSON|1118|2010|Dyna|FXDWG DYNA WIDE GLIDE|6200026007||CRUISERS|1584|4|2|6|647|15394|5295|6695|8305|162
HARLEY-DAVIDSON|1118|2010|Dyna|FXDF DYNA FAT BOB|6200026006||CRUISERS|1584|4|2|6|670|15574|5290|6825|8340|162
HARLEY-DAVIDSON|1118|2010|Dyna|FXDFSE2 CVO|6200026015||CRUISERS|1803|4|2|6|692|25499|7535|8715|11135|162
HARLEY-DAVIDSON|1118|2010|Softail|FLSTF FAT BOY|6200025997||CRUISERS|1584|4|2|6|694|16574|5925|7325|8155|162
HARLEY-DAVIDSON|1118|2010|Softail|FLSTFB FAT BOY LO|6200025998||CRUISERS|1584|4|2|6|700|16874|6000|7360|8575|162
HARLEY-DAVIDSON|1118|2010|Softail|FLSTSB CROSS BONES|6200026000||CRUISERS|1584|4|2|6|700|17574|6560|8720|10880|162
HARLEY-DAVIDSON|1118|2010|Softail|FLSTN SOFTAIL DELUXE|6200025999||CRUISERS|1584|4|2|6|695|17694|6820|9255|11650|162
HARLEY-DAVIDSON|1118|2010|Softail|FLSTC HERITAGE SOFTAIL CLASSIC|6200025996||CRUISERS|1584|4|2|6|730|18064|5845|7100|8885|162
HARLEY-DAVIDSON|1118|2010|Softail|FXSTC SOFTAIL CUSTOM|6200026008||CRUISERS|1584|4|2|6|672|18064|6280|7810|9645|162
HARLEY-DAVIDSON|1118|2010|Softail|FXCWC ROCKER SOFTAIL|6200026002||CRUISERS|1584|4|2|6|686|20074|6330|7710|9535|162
HARLEY-DAVIDSON|1118|2010|Softail|FLSTSE CVO|6200026014||CRUISERS|1803|4|2|6|724|28199|8685|9895|12400|162
HARLEY-DAVIDSON||2010|Touring|FLHP POLICE ROAD KING||||||||||4700||7404|
HARLEY-DAVIDSON||2010|Touring|FLHTP POLICE ELECTRA GLIDE||||||||||4700||7404|
HARLEY-DAVIDSON|1118|2010|Touring|FLHR ROAD KING|6200025991||TOURING|1584|4|2|6|775|17969|5875|7205|9255|162
HARLEY-DAVIDSON|1118|2010|Touring|FLHRC ROAD KING CLASSIC|6200025992||TOURING|1584|4|2|6|773|19019|6485|7860|10280|162
HARLEY-DAVIDSON|1118|2010|Touring|FLTRX ROAD GLIDE CUSTOM|6200026001||TOURING|1584|4|2|6|769|19679|6785|8540|10300|162
HARLEY-DAVIDSON|1118|2010|Touring|FLHX STREET GLIDE|6200025995||TOURING|1584|4|2|6|773|20089|7315|9275|11035|162
HARLEY-DAVIDSON|1118|2010|Touring|FLHTC ELECTRA GLIDE CLASSIC|6200025993||TOURING|1584|4|2|6|827|20159|5905|7135|9335|162
HARLEY-DAVIDSON|1118|2010|Touring|FLHTCU ULTRA CLASSIC ELECTRA GLIDE|6200025994||TOURING|1584|4|2|6|852|22399|6925|9455|11205|162
HARLEY-DAVIDSON|1118|2010|Touring|FLHTK ELECTRA GLIDE ULTRA LIMITED|6200026010||TOURING|1687|4|2|6|857|25099|7440|9550|11475|162
HARLEY-DAVIDSON|1118|2010|Touring|FLHXXX STREET GLIDE|6200026011||3 WHEEL CYCLE|1687|4|2|6|1071|27999|10365|13910|15355|162
HARLEY-DAVIDSON|1118|2010|Touring|FLHXSE CVO|6200026013||TOURING|1803|4|2|6|805|31199|9705|11930|15260|162
HARLEY-DAVIDSON|1118|2010|Touring|FLHTCUTG TRIGLIDE ULTRA CLASSIC|6200026009||3 WHEEL CYCLE|1687|4|2|6|1140|31499|11515|16180|18525|162
HARLEY-DAVIDSON|1118|2010|Touring|FLHTCUSE5 CVO|6200026012||TOURING|1803|4|2|6|887|36199|10720|12290|15490|162
HARLEY-DAVIDSON|1118|2011|Sportster|XL883N IRON|6200026926||CRUISERS|883|4|2|5|548|8099|2915|3920|4810|162
HARLEY-DAVIDSON|1118|2011|Sportster|XL883L|6200026925||CRUISERS|883|4|2|5|563|8599|2575|3175|3955|162
HARLEY-DAVIDSON|1118|2011|Sportster|XL1200L SPORTSTER LOW|6200026927||CRUISERS|1200|4|2|5|557|10289|3320|4020|5095|162
HARLEY-DAVIDSON|1118|2011|Sportster|XL1200N|6200026928||CRUISERS|1200|4|2|5|545|10769|4010|5065|6440|162
HARLEY-DAVIDSON|1118|2011|Sportster|XL1200X FORTY-EIGHT|6200026929||CRUISERS|1200|4|2|5|545|10889|3900|5605|6475|162
HARLEY-DAVIDSON|1118|2011|Sportster|XL1200C|6204001552||CRUISERS|1200|4|2|5|563|10899|3530|4280|5415|162
HARLEY-DAVIDSON|1118|2011|Sportster|XR1200X|6200026930||CRUISERS|1200|4|2|5|562|11899|4595|6330|7425|162
HARLEY-DAVIDSON|1118|2011|VRSC|VRSCDX NIGHTROD SPECIAL|6200026931||CRUISERS|1250|4|2|5|643|15099|5630|7655|9115|162
HARLEY-DAVIDSON|1118|2011|VRSC|VRSCF MUSCLE V-ROD|6200026932||CRUISERS|1250|4|2|5|640|15599|5560|7275|8335|162
HARLEY-DAVIDSON|1118|2011|Dyna|FXDB STREET BOB|6200026946||CRUISERS|1584|4|2|6|634|13574|5285|7545|9460|162
